Gene ID	Gene Symbol	
100614569	CARD8	
748864	PLA2G2E	
745386	UTS2R	
456023	RPS16	
467918	LOC467918	
451888	ASIC1	
463322	WIPF3	
455847	B3GNT3	
745196	NEFM	
450532	AP3M1	
460799	SSR3	
461494	NDUFC1	
466148	ACTA2	
450118	PAK3	
459670	GPD2	
751896	MIR32	
745248	LOC745248	
472215	CLDN20	
743308	TRPV6	
742889	LSM3	
743144	LOC743144	
472513	NRF1	
469972	NFATC2	
100316147	MIR345	
455785	PKN1	
450263	-	
458190	AHCY	
468631	FGF22	
736759	CHST6	
751872	MIR30B	
460500	MITF	
456472	EPHA2	
462826	COL12A1	
751876	MIR135A-2	
465336	GYS2	
473786	HS6ST2	
453500	HERC1	
736900	RPRM	
472565	LOC472565	
748832	LOC748832	
455968	TYROBP	
744594	LOC744594	
469277	PSMB2	
472725	CHRNA2	
463180	DDX39B	
455789	SLC1A6	
450978	HBB	
100609860	SLIT1	
462813	B3GAT2	
466330	LOC466330	
471318	ARHGAP10	
463335	LSM5	
458714	ADORA2A	
469513	PKLR	
460233	NGLY1	
456060	TGFB1	
454391	COX4I1	
740517	LOC740517	
742597	SPCS3	
458381	TAF4	
450884	IL2RA	
747583	OR5T2	
457765	CAPN2	
470195	HMOX1	
455038	CCL16	
737227	LOC737227	
468311	KCNJ16	
100615623	BAD	
466575	LOC466575	
471210	COQ2	
467755	PLIN1	
463786	TAS2R5	
460996	EHHADH	
462571	SLC44A4	
473803	ARHGEF6	
100612358	-	
739046	CD59	
456772	RRAGC	
739670	KCNN3	
451975	PYM1	
467352	FOXO1	
451868	DDX23	
461149	ANAPC4	
454037	MAPK3	
466099	NPFFR1	
744316	SLC9A4	
462038	SLC27A6	
463514	CROT	
451210	DTX4	
471219	LOC471219	
452116	ATP2B1	
463837	HTR5A	
458848	CACNA1I	
453803	STUB1	
104003674	GP1BB	
451870	WNT10B	
746579	CTSF	
100316503	MIR7-2	
100612300	FCER1G	
462845	BCKDHB	
469525	LOC469525	
460944	LSG1	
450428	ALOX5	
463006	VNN3	
468013	NOB1	
736248	TUBA3E	
461344	TXK	
736896	CPLX4	
455760	STX10	
462613	DAXX	
101058316	RUNX1	
465297	DUSP16	
454499	MAPK7	
104004827	LOC104004827	
454888	GALK1	
751932	MIR16-1	
457303	RORC	
739180	MAML2	
450708	RPEL1	
450168	KIF3A	
738023	SEMA6B	
449498	APOA2	
746148	ZBP1	
100612199	LOC100612199	
466417	LOC466417	
748874	NEUROG3	
452219	ACACB	
468286	MAP3K3	
748371	LOC748371	
456756	CSF3R	
472011	CUL7	
739448	STAMBP	
451831	LOC451831	
450651	EXOSC1	
748876	LOC748876	
471909	LOC471909	
457865	ADSS	
466778	PPP2R1B	
465426	PLXNB2	
455111	ITGA3	
739858	NAPRT	
471952	ZNRD1	
740188	LOC740188	
461174	RFC1	
451648	STT3A	
737268	ENAH	
452954	MNAT1	
452649	ERCC5	
743667	ANGPTL4	
454624	CACNB1	
459959	ABCB6	
457773	DNAH14	
462118	CD14	
472312	NUPL2	
472842	TRHR	
465176	LOC465176	
456444	FMO1	
104001088	PELO	
461807	HEXB	
745644	SNAI1	
739011	IL18	
451204	LOC451204	
748349	SUMO4	
464876	TRAF2	
470526	ERCC3	
736549	THPO	
459876	TRAK2	
470247	ALG12	
748397	LATS1	
456118	NECTIN2	
466102	SGPL1	
736845	PLA2G12A	
101059423	PIGV	
454256	NUDT7	
736182	ASIC5	
461366	SPP1	
471907	LOC471907	
459737	HAT1	
450857	LOC450857	
451382	CPT1A	
746199	LOC746199	
462950	HDAC2	
472574	LOC472574	
100609092	GHRL	
460636	SEMA5B	
455238	ASGR2	
462884	RRAGD	
470793	XYLB	
454848	ABCA5	
451230	CD6	
100316321	MIR181B-2	
100612933	-	
465082	TLN1	
457025	RPL5	
462209	HAND1	
466618	PATL1	
466939	C1R	
748690	LOC748690	
470726	SGPP2	
747276	IFNGR1	
460346	PFKFB4	
464383	SQLE	
743295	LAT	
751915	MIR199A-2	
473043	LOC473043	
470230	A4GALT	
455754	GCDH	
104004832	-	
464978	RCL1	
746043	RPP25L	
460152	OGG1	
466702	P2RY2	
450555	MAT1A	
737721	CD5	
749165	PRUNE	
451040	PSMA1	
100615300	SART1	
460165	IRAK2	
750383	MYL5	
470894	PLA1A	
741557	LOC741557	
471626	IL3	
461428	ETNPPL	
458552	HMGN1	
748048	STX11	
473026	CDC26	
471623	CHSY3	
454940	GAA	
744386	POLR3K	
745919	FOSL1	
739989	RBM28	
460792	MME	
455504	PTPN2	
472807	CHMP4C	
452384	-	
470896	GPR156	
467817	HCN4	
454171	PARD6A	
451243	FADS1	
100609531	-	
465329	PDE3A	
452414	RAN	
449571	GBA	
458865	TOB2	
467675	DUT	
462810	COL9A1	
455302	LAMA1	
460303	ABHD5	
tRNA-Cys	-	
100613278	ATP2A3	
454815	CDC27	
450125	LILRA2	
469436	WDR3	
737202	TSLP	
451875	TUBA1A	
457439	CD244	
458976	MPST	
744772	ATP6V1C2	
469725	CHRM3	
100610703	LOC100610703	
450465	DKK1	
466424	RBMXL2	
455088	SPDYE4	
464915	GPSM1	
100551504	TNFSF13	
462027	CSNK1G3	
471534	ERCC8	
467426	NFKBIA	
468599	MC5R	
736272	LOC736272	
100613876	LSM6	
454587	AP2B1	
104001059	PCCB	
749402	-	
454986	FASN	
461352	GABRB1	
462170	PPP2R2B	
468757	LOC468757	
466506	ARFGAP2	
473676	FGF16	
741790	STX18	
465340	CMAS	
741944	UBE2H	
465464	LOC465464	
101058924	LOC101058924	
452789	PRMT5	
456993	SH3GLB1	
459070	ADCY3	
464807	NUP214	
745846	EGR2	
736976	RPA4	
750828	LOC750829	
466527	LOC466527	
453743	EDC3	
456903	ATG4C	
455251	DERL2	
455843	COLGALT1	
467299	TGDS	
466115	KCNMA1	
751935	MIR19A	
472001	GLP1R	
743382	HAP1	
747465	MRPL17	
467710	DIS3L	
737911	RPS21	
451611	THY1	
100616515	LOC100616515	
100614707	LOC100614707	
742116	HSD17B3	
740432	GUK1	
739393	CHKB	
743331	GNG4	
462250	PANK3	
452908	ERO1A	
463567	LOC463567	
462965	NUS1	
451881	MCRS1	
451358	RHOD	
459331	MTHFD2	
457341	CREB3L4	
451153	DGKZ	
736203	ZFP36	
100316140	MIR326	
464784	LOC464784	
455402	ST8SIA5	
456201	TEAD2	
467401	PSMB5	
451368	CARNS1	
tRNA-Glu	-	
450933	TALDO1	
739986	LTC4S	
462500	LOC462500	
744391	GNG7	
807865	ND2	
751941	MIR23A	
470907	-	
457267	VPS45	
453075	NRXN3	
748148	SERPING1	
747295	ICOS	
100615078	TAS1R2	
747523	SCN5A	
454700	BECN1	
735949	-	
461769	ACOT12	
458163	HCK	
451491	AMOTL1	
452689	UPF3A	
749873	HCN2	
463719	AHCYL2	
457789	ITPKB	
740323	ATP6V0E1	
460881	EIF2B5	
456429	GP6	
462241	GABRA1	
456680	RPA2	
744714	NTPCR	
457944	EXOSC10	
101058193	-	
454715	ETV4	
453482	GCNT3	
100615101	PDXP	
465012	PLIN2	
464179	LOC464179	
461631	ACSL1	
456171	LOC456171	
467005	AMHR2	
471374	TLR3	
458778	YWHAH	
469800	MTHFR	
493975	FUT3	
455117	COL1A2	
461861	PLK2	
458741	NEFH	
742456	LOC742456	
458605	SUMO3	
463318	CREB5	
100316040	MIR10B	
456688	OPRD1	
451172	PSMC3	
100615725	DCTN2	
461661	MAD2L1	
751873	MIR125B-1	
745642	PDE4A	
457278	CTSK	
470887	TIGIT	
745207	MYH7B	
100609820	LOC100609820	
748765	LOC748765	
461726	DNAH5	
457144	AMPD1	
456200	CD37	
744432	LOC744432	
457680	SRGAP2	
746477	CASP8	
736471	FABP1	
742453	LOC742453	
458883	CYB5R3	
100613902	PEX26	
454410	INPP5K	
451867	CACNB3	
466395	LOC466395	
466800	TREH	
462428	GCNT2	
466765	PDGFD	
100610002	LOC100610002	
449502	LILRB2	
466400	LOC466400	
751940	MIR215	
469542	LOC469542	
469222	FUCA1	
454422	PAFAH1B1	
451502	PGR	
100609662	TP53AIP1	
739500	ACTG2	
451215	GIF	
458799	CACNG2	
466975	RND1	
471511	SV2C	
460188	IQSEC1	
738997	LOC738997	
451015	RPL21	
749897	ELANE	
455733	ECSIT	
470672	CAB39	
451317	CAPN1	
744996	LOC744996	
746101	LOC746101	
466793	LOC466793	
470026	MAVS	
459721	SSB	
746859	LOC746859	
464884	UAP1L1	
737076	PDXK	
746757	CYTH2	
742676	DYNLL1	
494121	OR1E2	
100615454	TTF1	
450937	PNPLA2	
472823	GDF6	
463649	PIK3CG	
461258	AFP	
464766	LOC464766	
468836	FFAR1	
741837	GP5	
745964	LPGAT1	
747469	-	
745954	GSTP1	
456837	CMPK1	
466474	BBOX1	
454634	PNMT	
460747	TRPC1	
449574	PL-D	
464531	NMRK1	
471271	CFI	
457956	PLOD1	
462339	FLT4	
466352	LOC466352	
748791	ADPGK	
451314	TM7SF2	
745441	DTX3	
737424	RALA	
467826	LMAN1L	
460934	CLDN1	
737891	VDAC3	
741918	ENGASE	
745343	-	
450629	ALDH18A1	
458962	LOC458962	
460745	ATR	
463673	WNT2	
462701	PTCRA	
737968	GP9	
464801	LOC464801	
473385	SLCO1A2	
748261	RPL4	
451618	ARHGEF12	
461399	LAMTOR3	
454159	ELMO3	
462107	TMEM173	
459994	TRIP12	
461771	RASGRF2	
467995	NAE1	
456628	IFNLR1	
740956	LOC740956	
747229	HESX1	
101058151	LOC101058151	
451980	ERBB3	
748651	GUCA1A	
464727	RPL35	
451806	EMG1	
742605	STX1A	
462817	KCNQ5	
454192	CDH3	
465306	LOC465306	
451507	BIRC3	
461919	NADK2	
451715	RPS6KA4	
454817	LOC454817	
451953	SMUG1	
452719	SETDB2	
747045	LOC747045	
455090	MYH10	
452541	ALG5	
747985	FHL1	
460419	WDR82	
464074	EPHX2	
466540	LOC466540	
465028	TEK	
743817	LOC743817	
472438	LOC472438	
737087	LOC737087	
468094	UQCRC2	
100613619	SLC2A1	
458941	TYMP	
460768	CP	
468370	NCOR1	
100610175	C9	
464277	RIPK2	
461620	DCTD	
473468	TNFSF15	
466401	LOC466401	
464733	HSPA5	
452508	FLT3	
463951	LOC463951	
472829	STK3	
100612110	CSAD	
459604	IMP4	
470611	PLCL1	
453789	AXIN1	
463892	ABCB8	
461185	UCHL1	
459828	HIBCH	
100616513	LOC100616513	
473312	LOC473312	
472030	IL17F	
451310	CDCA5	
452892	ARF6	
746943	LOC746943	
742309	PYGL	
747854	ETV7	
454362	ALDOA	
745857	LOC745857	
100608597	GUCY1A3	
100613114	HSPG2	
739516	FGR	
473274	DNAJA2	
464063	NEFL	
463686	NDUFA5	
747950	HACD3	
457345	NUP210L	
457128	GSTM3	
100615130	TOMM40	
101058361	GRIN3B	
740537	LOC740537	
467760	LOC467760	
468616	COLEC12	
468295	ITGB3	
100609296	ACHE	
747936	ECHS1	
744286	-	
747196	DERL3	
468068	CYBA	
739158	PTPN7	
466839	ROBO3	
735784	LOC735784	
100608661	LOC100608661	
737627	LOC737627	
459167	SRSF7	
470077	IFNGR2	
466818	LOC466818	
456351	SLC27A5	
745426	LOC745426	
461318	PDGFRA	
469946	SRSF6	
100611603	PIGB	
471705	GM2A	
466394	LOC466394	
455118	XYLT2	
460020	NGEF	
455356	DSG2	
451274	SLC22A8	
470168	LOC470168	
738233	MAPKAPK5	
468224	CCL18	
737767	LOC737767	
466392	LOC466392	
456470	LOC456470	
745025	DPM1	
464116	BAG4	
454268	PLCG2	
743059	CCL25	
471241	SRD5A3	
449504	POFUT1	
454214	ST3GAL2	
461309	PPAT	
742090	ENDOG	
100316135	MIR30E	
472749	IKBKB	
454518	KSR1	
473366	ETV6	
453646	SEMA4B	
473404	AICDA	
740759	SFTPA1	
741289	KISS1R	
100286802	EPT1	
469770	LOC469770	
471754	NSD1	
469541	LOC469541	
749463	VAMP1	
807867	ND1	
744350	DET1	
464098	GTF2E2	
454454	PLD2	
456908	PGM1	
464893	CACNA1B	
467307	SLC15A1	
450147	LILRB3	
457149	VANGL1	
455146	TRIM25	
100500706	TICAM2	
470492	SLC5A7	
454960	NPLOC4	
452423	TUBA1B	
466371	LOC466371	
743373	JAK1	
459354	DNAH6	
737001	FANCB	
458194	GGT7	
457245	PRKAB2	
472944	PRKACG	
452821	NFATC4	
750105	UBE2E1	
449643	CR1	
451976	DGKA	
744080	AGAP1	
459534	XPO1	
466016	LOC466016	
746707	CACNG3	
449515	ALDH5A1	
454827	GNA13	
745875	DKK2	
471863	TPMT	
474050	COL18A1	
745296	C1D	
459310	MCEE	
747181	FGF6	
457683	IL24	
452727	LOC452727	
450274	LOC450274	
469759	LOC469759	
745757	VANGL2	
461643	F11	
472809	ATP6V0D2	
471206	RASSF6	
458589	LOC458589	
462119	NDUFA2	
100316127	MIR26B	
462468	PRL	
748264	EWSR1	
465578	MED14	
737337	SNUPN	
100316420	MIRLET7A-2	
462189	CAMK2A	
472668	DBF4	
450261	GTPBP4	
735514	TNNI3	
464623	ALDOB	
453269	UBE3A	
454720	G6PC3	
