Gene ID	Gene Symbol	
427466	CTSL2	
422323	LOC422323	
418155	ADIPOR2	
417981	CYP2D6	
423072	ABCC8	
424572	ST3GAL3	
417917	AMDHD1	
395273	GJD2	
770094	ACAA1	
417765	LSM8	
418096	GNPTAB	
423737	CAMK2G	
423458	WARS	
427105	POLR3G	
422801	CCKAR	
422665	SPATA5	
417793	PRICKLE1	
395221	NR1H3	
422011	POMC	
395284	CASP8	
395956	GLI2	
426008	SLC27A1	
419489	MTHFR	
420386	ADCYAP1R1	
420332	MYC	
396487	HSPA5	
420334	KIAA0196	
414885	CCKBR	
420027	STAT3	
417361	EXOC7	
416842	ANAPC5	
101752029	THBD	
417706	PIK3CG	
418292	RP3-461F17.3	
373937	RPL22	
415807	HSD17B2	
374012	BIRC2	
417650	PIGW	
420054	HNRNPM	
769039	LOC769039	
417831	WIF1	
422152	TAF9	
396399	TGFBR2	
420148	KLF2	
424587	EIF2B3	
424326	UPP2	
415848	GALNS	
378804	HZGJ	
100859028	GBA3	
426335	QDPR	
429040	WNT10A	
420548	CYP51A1	
421218	PSME4	
423826	ENTPD1	
416718	SNX5	
107052460	TAF10	
422211	SESN2	
416754	C14H8ORF33	
tRNA-Ser-1	-	
421880	BAG2	
396451	PTGS2	
396259	FGFR2	
426435	PGM2	
100857635	TBXA2R	
422605	COQ2	
419908	IP6K3	
423298	ACTC1	
420435	PRKAG2	
396343	SDC3	
420660	AZI2	
771849	CDA	
421306	EHD3	
424450	EDEM3	
396340	COL3A1	
395565	VCAN	
416983	RAB35	
374002	CKMT1A	
423086	CARS	
420286	RAD21	
414804	MPL	
428649	COLEC11	
771356	EIF3D	
421047	MC5R	
422037	NEIL2	
374224	PAFAH1B1	
423355	FCF1	
425061	FDPS	
100859914	RPL36A	
415357	PSMA4	
426126	MTHFD2	
771598	NPBWR2	
769879	BAAT	
420516	LOC420516	
422942	HTR7L	
419739	ACAD8	
395132	SMAD3	
417433	RGS9	
101751023	LOC101751023	
420432	XYLB	
770025	LOC770025	
395514	EIF5B	
417501	NUP88	
420438	XRCC2	
418004	SLC25A17	
396250	ETS2	
429115	LOC429115	
421837	CYB5R4	
417214	PTGES2	
396453	PRL	
416083	MAGI1	
768566	MYH1F	
428769	NDST3	
422840	HS3ST1	
395704	FGF12	
428167	AURKA	
417642	BRIP1	
100859737	LOC100859737	
771837	GTF2H3	
428633	CNR1	
427410	VCP	
421633	MTHFD1L	
415573	EIF3J	
417583	TAOK1	
395096	TNFRSF6B	
417699	DLD	
424518	GTF2B	
107051012	RPL28	
420221	TMEM55A	
769203	PYCR2	
422234	GPC4	
430981	GABRR3	
422507	MRPL1	
100857553	LOC100857553	
428274	PSMC5	
420943	ABCA13	
415384	MPHOSPH10	
107054794	CRK	
427138	PPAP2A	
415917	MAPKAPK3	
424864	SENP2	
107049926	LOC107049926	
423758	GBF1	
107049250	LOC107049250	
430019	HTR6	
378788	FZD6	
768950	CD80	
430689	PELO	
430370	GCK	
100857696	MPV17L2	
374139	BRCA2	
428089	SESN3	
415326	RP11-152F13.10	
420719	CX3CR1	
420935	ADCY2	
421709	LAMA2	
424112	IDH1	
378914	CDKN1A	
100859609	LOC100859609	
396235	ETS1	
416400	EME2	
421206	PNPT1	
374199	JAK2	
428409	HTR5A	
428646	ELOVL5	
427308	ALDOB	
395674	MCL1	
423778	MAPK8	
424077	ORC2	
423192	ATG13	
101751309	ERLEC1	
396057	STMN1	
418692	MGAT4A	
428707	HTR2C	
396046	AP4M1	
422802	RBPJ	
421086	TAF4B	
418735	CDC16	
373972	PRPF40A	
420063	RAB11B	
421570	RPS6KA2	
395308	SFTPA	
419815	SRSF3	
418757	CARS2	
373963	EEF1A1	
422181	PHKA1	
395979	ADH6	
423822	LOC423822	
770103	TPM3	
396458	PCK1	
417733	ALG12	
100859398	POLD2	
421032	IMPA2	
421819	RNGTT	
428980	ADRA2A	
424757	UGGT1	
426999	ACSM3	
100859261	SUMF1	
395703	WNT5A	
417840	AC113404.1	
423272	ARG2	
415488	KIF7	
419187	STK4	
770327	MTHFD2L	
419561	CTPS1	
419869	DDX20	
421858	HTR1B	
426690	ETNK2	
100858293	LOC100858293	
422770	GABRA4	
418255	RIMKLB	
448833	BTC	
426992	ACSM5	
395613	CHRNB4	
428512	GALR1	
427222	RCL1	
419678	TRIT1	
415704	MBTPS1	
423772	FAM21A	
772097	CD226	
420819	GPLD1	
416588	PDPK1	
404751	NDUFC2	
419641	SMAP2	
428937	NRG3	
417273	ALAD	
416678	UBE2H	
419228	RPS21	
395679	SMAD5	
428790	ARAP2	
427474	HSD17B3	
396193	RAN	
416285	MGAT4B	
419666	YARS	
427535	AGRP	
426014	CPSF7	
415957	IARS	
416185	SIL1	
416633	LOC416633	
395488	MARCO	
424891	BDH1	
426825	LOC426825	
395114	RHOQ	
424263	GPD1L2	
395985	CACNA1S	
416361	GRK6	
422805	ANAPC4	
427381	DGKQ	
425613	MARS	
395219	SOCS2	
423916	PNLIP	
416117	VHL	
428881	CHRM5	
428922	ATG14	
395835	RPLP0	
418178	MGST1	
422361	THOC2	
396186	BDNF	
427897	NDUFA6	
395983	MAPK9	
771832	PGF	
416383	PIAS2	
421309	DGAT2	
374229	TNFSF13B	
423785	ERCC6	
415482	FAH	
419346	NFATC2	
428985	PRLHR	
426739	HYAL1	
378781	GH	
415491	FANCI	
396494	EGFR	
424636	RAB3B	
418644	GRM3	
395272	CLTC	
395562	WNT11	
374193	GAPDH	
770240	GABARAPL2	
424317	STAM2	
418821	DIS3	
419179	PIGT	
416998	CARD8	
417730	CD36	
423760	PSD	
724083	BLB2	
419147	ASIP	
424142	ATP5G3	
417295	UAP1L1	
107050971	EXOSC4	
425111	RBL2	
420401	PTH1R	
419572	ZMPSTE24	
395544	SMAD7B	
419421	UBE2J2	
419557	FABP3	
395609	MDM2	
420942	UPP1	
415354	NRG4	
395941	HGF	
770292	PLA2G1BL	
422204	TAF1	
100858636	NUDT21	
428093	GPR83	
424295	MCM6	
424189	PSMD14	
100858159	AOC1	
395700	RPE65	
427171	PIK3R1	
395605	CHRNB2	
772356	CADM3	
396455	CTTN	
395426	GNAT1	
373922	LIMK1	
425366	E2F2	
418182	PLCZ1	
100859133	PTGES3	
427290	PIGG	
100859013	LOC100859013	
421863	SLC17A5	
417171	NTNG2	
419166	SGK2	
107051796	CXXC4	
107056614	LOC107056614	
771783	GSR	
419011	FOLH1	
101752044	SSH3	
418044	RAC2	
418608	SH3KBP1	
419535	CHMP7	
417385	NOTUM	
395532	COL1A1	
422792	UGDH	
419796	DLAT	
427985	B3GALT5	
416642	ABAT	
421535	NUP133	
396195	SRSF2	
395263	DBI	
396534	PAICS	
554218	IL21	
418401	RPL24	
427853	GRM8	
770757	DRD3	
374028	CLDN5	
421062	THOC1	
415388	TJP1	
419108	ATP5C1	
414139	AMY1A	
421020	SOCS6	
423970	PPP2R2D	
420554	PEX1	
769965	KLC4	
428759	NPFFR2	
419121	GGT7	
416976	AL021546.6	
430102	ENGASE	
768990	TMEM173	
770190	COX17	
415486	PEX11A	
396440	TNC	
395494	BMP7	
419244	EEF1A2	
378779	BMP2	
416571	NDUFAB1	
100859886	SEH1L	
418610	PDHA1	
420467	CUL2	
425009	NMD3	
418365	TAF13	
415587	PPIP5K1	
418934	WASF3	
395323	KDR	
101749060	LOC101749060	
770907	RP11-385J1.3	
771655	PLA2G5	
771421	PEX14	
417021	AP1B1	
769118	GABARAPL1	
415607	CTC-554D6.1	
107055407	DHH	
418101	TBXAS1	
396288	GABRQ	
100858560	EXOSC8	
378921	RIPK1	
422166	EDA2R	
423146	FADD	
422952	RAB11FIP5	
100857678	UBE2B	
396239	BRAF	
417456	NPLOC4	
419761	REXO2	
418016	RPL3	
416581	HS3ST2	
430557	ACACB	
396286	ASMT	
395425	GNAT2	
107054993	LOC107054993	
373889	HK1	
101748037	LOC101748037	
416572	PALB2	
419410	SSU72	
428268	LAMB3	
386572	GRB2	
424298	HNMT	
419382	TP73	
396380	LOC396380	
423185	DDB2	
425049	LOC425049	
427292	LOC427292	
426402	PUF60	
807636	ND1	
101747413	EIF3G	
423222	LOC423222	
396364	CHRM3	
101747873	LOC101747873	
420757	ITGA9	
423889	SMNDC1	
425527	DUSP3	
426697	SARS	
693255	GADD45A	
807640	ND6	
423585	ERO1L	
395742	FLT4	
771142	PIK3R2	
427854	ATP6AP1	
417506	MYL10	
415780	LOC415780	
770187	ADCY10	
396275	P2RY1	
414741	CD74	
419774	SCN4B	
420830	TPMT	
421960	SDC1	
417757	AASS	
427225	PDCD1LG2	
418491	TIAM1	
420603	TWISTNB	
396488	CNTF	
100857525	LOC100857525	
374125	LITAF	
423872	TAF5	
418295	C1R	
422477	RPS3A	
416280	NPY7R	
418226	TSPO	
424005	ACADL	
395078	ALG6	
426961	EOGT	
420385	GHRHR	
100859719	RFC5	
429022	RAPGEF4	
420533	CROT	
416359	B4GALT7	
418638	TLR7	
396045	GLI1	
428135	GSS	
424968	FXR1	
418299	PEX5	
427968	NCAM2	
425734	HEATR1	
416347	LARS	
418937	NUP58	
408082	EDNRB	
415498	MRPS11	
421340	DUSP10	
425544	EIF4G3	
771930	HSD11B1a	
107053895	RPRM	
395937	TSHB	
424136	HNRNPA1	
415521	CHSY1	
427211	IQGAP2	
428650	RSAD2	
771873	COL9A1	
424661	DHCR24	
426888	RAPGEF3	
395113	PPP3CA	
422675	MAD2L1	
419934	ATP2B4	
427620	IL17B	
770246	AP2M1	
771003	CAMKK1	
423947	ACADSB	
424078	NDUFB3	
771460	CTNNBIP1	
422526	RPL34	
428108	P2RY2	
418185	PDE3A	
100859599	LOC100859599	
417571	PIGS	
769122	B3GALT2	
420182	RPL7	
427186	RPL37	
417749	SPAM1	
771058	BMP8B	
428547	SSTR4	
417990	POLR3H	
100859641	SDHC	
415732	ADCY7	
107049831	MRI1	
426550	GPAT2	
421243	CRNKL1	
429110	PRKAA2	
422326	ABCB7	
430189	HLA-DRA	
416545	TBL3	
396521	CAPZA1	
419957	STRADA	
395951	ITGA1	
107055370	JUND	
395828	CHRD	
424071	AOX1	
421864	MB21D1	
107049181	LOC107049181	
427315	ZFYVE16	
416494	CPSF4	
424897	LSG1	
417712	KMT2E	
423626	EXOSC3	
421577	PARK2	
415317	ADPGK	
421443	MRPL14	
424926	PSMD1	
422443	SETD7	
395432	FGF10	
424367	HSD17B7	
395269	RPL5	
427237	PLIN2	
770435	DUSP8	
424191	ITGB6	
419471	AKR7A2	
421466	CYP1B1	
418561	MAOB	
424782	RASA2	
769300	STX12	
429084	F3	
395187	SMC1A	
420893	MYLK4	
396405	CAMKK2	
420095	PIAS4	
421761	WASF1	
428454	CCR9	
396280	RPL27	
423120	FADS1	
424895	ACAP2	
395707	ATP2A3	
415977	NUP210	
423201	PEX16	
tRNA-Met	-	
373887	FZD4	
771552	LOC771552	
426955	ABCA2	
422936	MAVS	
771459	ARSB	
395188	SMC3	
429683	SMAD7	
422312	MTMR8	
395889	IGF1R	
396015	HSD3B2	
423045	WEE1	
424640	ORC1	
776173	LOC776173	
421185	SRPK1	
395571	FZD5	
424406	UCK2	
408024	PAH	
420911	DROSHA	
421925	MBOAT2	
421303	LCLAT1	
418118	NDUFB2	
771791	CTSE	
395182	ST6GALNAC4	
422188	GLA	
421132	IMPAD1	
101747367	LOC101747367	
426534	AK3	
418193	BCAT1	
417199	DOLK	
tRNA-Cys	-	
417540	PSPH	
396507	CKM	
419699	DPAGT1	
426492	RPLP2	
422226	KLHL13	
424447	COLGALT2	
418898	ALG5	
101750600	LOC101750600	
427253	GDA	
418508	AP000304.12	
427907	SSTR3	
419964	MAP3K14	
424986	PLD1	
421121	MRPL15	
421250	PPP2R5D	
418198	C3AR1	
426609	NAT10	
427417	CREB3	
395820	DLL1	
419928	CCND3	
426274	TLR1A	
107051813	LOC107051813	
417140	MRPS2	
395401	ATM	
395915	NME4	
404746	ST6GALNAC3	
100857736	EIF2B1	
428533	OPRK1	
431066	PNPLA2	
418337	VANGL1	
426648	CERS3	
419736	JAM3	
424910	CLDN1	
420079	AP3D1	
tRNA-Thr	-	
396043	JAG1	
423895	GPAM	
396188	HSP90AB1	
420786	RAMP3	
395522	CHRNA9	
107049993	GLTSCR2	
422512	CCNG2	
396272	SLC2A2	
416526	CACNA1H	
421447	EPHX1L	
422869	ACOX3	
107056411	STX3	
427454	UBQLN1	
424826	PIK3CB	
417918	LTA4H	
378784	NPFFR1	
414140	AMY2A	
420404	SETD2	
419031	VWF	
427022	DNAJB2	
423504	HSPA2	
424324	GALNT5	
424321	GPD2	
423062	RRAS2	
424507	CDC7	
416110	EDEM1	
420118	CERS1	
416552	TSC2	
101750513	LOC101750513	
423525	PPM1A	
775973	FMN2	
421130	SDR16C5	
107053055	LOC107053055	
418550	AGPAT3	
425007	SI	
422573	VEGFC	
770622	RAB11FIP1	
423727	POLR3A	
416723	POLR3F	
422055	ENPP4	
419674	PABPC4	
426867	HCLS1	
373931	EGR1	
395313	MX1	
423573	L2HGDH	
418524	IGSF5	
374115	ARNTL	
416852	HPD	
419185	RBPJL	
426130	ERBB2	
421012	CNDP1	
417707	NAMPT	
417255	TUBB4B	
395234	INVS	
416057	QARS	
415458	HOMER2	
396047	SNAI1	
424256	UMPS	
419825	CNTN2	
429064	FASLG	
424682	INADL	
427801	MGAT5B	
100857630	DIS3L	
378909	PYGL	
415585	MAN2A2	
424745	INPP5D	
418356	LOC418356	
417319	PIK3R5	
100857687	P2RY4	
420189	LY96	
416835	VPS37B	
428525	LOC428525	
770407	TARS2	
374196	PDGFA	
416469	CHST12	
395473	ATP6V0A2	
770341	SHC2	
373954	BCL2L1	
420639	BTD	
415451	USP8	
771857	CDC23	
374133	RPL35	
424105	ICOS	
417270	PRPF4	
416969	ACADS	
420842	GMPR	
417691	LOC417691	
419177	RPN2	
tRNA-Leu-1	-	
424633	EPS15	
395976	GSTM2	
395474	ATP6V0A1	
769007	MEF2C	
422523	SEC24B	
421346	IARS2	
421674	VTA1	
424842	FARP2	
426415	LHPP	
423646	SIRT1	
100873151	CSNK2B	
422297	VAMP7	
418581	CYBB	
374119	NEDD4L	
100857134	GADL1	
769421	LOC769421	
101748777	SPDYA	
417196	DOLPP1	
424649	CPT2	
422626	SRP72	
422104	EME1	
422219	IL13RA2	
374072	SLC25A6	
426664	MCRS1	
396145	INS	
395152	AXIN2	
419175	PLCG1	
419222	CDH4	
427561	ACSF3	
416600	ABCC6	
396289	GABRG2	
423496	PLD4	
416254	GEMIN5	
771635	SRR	
395934	SHC1	
418199	CMAS	
421811	MDN1	
423976	ALDH18A1	
422140	UTP14A	
396243	COL1A2	
395811	SLC11A1	
428750	NEIL3	
415619	SMPD3	
396324	ACVR2A	
414832	CYP3A7	
428752	AREG	
424465	EXTL2	
107049046	LOC107049046	
420655	NGLY1	
373885	FZD10	
416040	LSM3	
395324	CXCR4	
417006	GAL3ST1	
427760	NUP214	
770061	CTC-487M23.8	
426793	VDAC3	
100857165	LOC100857165	
769794	SF3B5	
404671	IL12B	
396021	PPP2CB	
554217	TLR5	
395684	IL6ST	
414782	RPS13	
415526	SPG21	
395261	FLNA	
100858928	HRH1	
423112	CHKA	
770225	SNUPN	
423374	GSTZ1	
416492	BUD31	
396368	GNAI1	
101749142	FAU	
100049058	DAG1	
422196	DKC1	
419707	ESAM	
422360	STAG2	
426941	MRPL34	
771098	GCDH	
428252	DRD2	
770351	STX19	
422732	VPS37A	
424226	ERCC3	
396146	GCH1	
373924	CACNG4	
396025	XDH	
768449	F2RL2	
422121	GGA3	
416724	SEC23B	
374267	MBL	
396543	WNT8A	
420266	DPYS	
426666	MRPS21	
395394	FGF19	
374166	P2RX4	
396051	CYP1A1	
100857877	PIK3C3	
423357	DLST	
416158	PTTG1	
395551	CCL4	
423421	ITPK1	
100857693	PAOX	
396238	YES1	
395650	PHOSPHO1	
428088	MAML2	
421894	GCLC	
101747500	LOC101747500	
416148	PPARGC1B	
426748	PLA2G2A	
395472	TCIRG1	
723973	CAMK4	
395885	CNTFR	
418639	PRPS2	
416609	COQ7	
107050361	PRODH2	
423418	LGMN	
422136	OCRL	
419609	INPP5B	
420867	TXNDC5	
416097	GXYLT2	
396422	VCL	
423707	DNAJB12	
772197	DCP1B	
419494	FBXO6	
418124	DGKI	
427328	CCNH	
100857756	SC5D	
427276	PPIP5K2	
419588	MAN1C1	
422731	MTMR7	
776286	UBE3B	
418196	ETNK1	
419082	STIM1	
421829	CGA	
418166	TUBA8A	
395431	GRK1	
423359	EIF2B2	
417796	IRAK4	
431579	ELOVL7	
420532	OLAH	
415532	MTFMT	
419074	LOC419074	
420987	EXOC3	
416371	BHMT	
395971	ADORA2B	
418787	DNAJC3	
769765	MPI	
101749888	IRS1	
101750739	LOC101750739	
418907	RFC3	
771898	WIPF2	
395451	CXCL14	
424705	IL12RB2	
427552	DRD5	
396426	TUBA8B	
769389	DDEFL1	
416538	FAHD1	
415812	RP11-505K9.4	
421327	DEGS1	
419026	NARS2	
420870	RIOK1	
771294	CDK7	
422750	SRD5A3	
427150	PLK2	
378922	BUB1B	
428413	BAMBI	
418621	AC025048.1	
428441	KAT2B	
100858338	FGF22	
768456	CNTNAP2	
775974	AP000721.4	
428242	ABCG4	
420090	ACSBG2	
420072	PIP5K1C	
395362	CD4	
423471	TRAF3	
417050	DMA	
100859627	HNRNPA3	
419620	CSF3R	
395639	NUMB	
420434	RHEB	
426152	UTP15	
423172	CD82	
396172	CCNA2	
419653	EIF3I	
427944	CD86	
416708	ENTPD6	
421505	EXO1	
416620	POLR3E	
428447	ENTPD3	
428927	ARF6	
414833	CYP2C45	
415833	CA5	
424598	PRDX1	
101749972	LOC101749972	
100858798	LOC100858798	
416939	CRKL	
374218	CRHR1	
421945	LPIN1	
107049989	PLD3	
423844	EXOSC1	
100857489	CDC6	
107050084	CDC25B	
373912	NOG	
417281	ENTPD8L	
422815	PPARGC1A	
395701	EZR	
378893	FANCG	
428864	ACP2	
421669	PEX3	
423381	SNW1	
421497	AKT3	
396361	INHBA	
428713	POLR1D	
416730	PLCB4	
768614	LOC768614	
427468	FANCC	
100858946	CACNA2D4	
419450	PGD	
422508	CNOT6L	
418668	LOC418668	
423250	RBM25	
416087	SUCLG2	
426850	SEC11C	
425291	RP11-548K23.11	
422165	AR	
428452	XCR1	
426856	NARS	
426805	POLR1E	
418386	NIT2	
418146	IQSEC3	
374065	KCNMA1	
416024	MGLL	
395947	SCN5A	
417122	C5	
373899	PDIA3	
424768	CLDN15	
426039	CHPF2	
424698	DNAJC6	
423064	PDE3B	
420902	KDSR	
428070	HTR2A	
417258	ANAPC2	
396086	RAD51	
426000	ADRBK1	
807646	ATP6	
770994	HEXDCL	
417991	PHF5A	
100857875	LOC100857875	
422587	NUDT9	
415713	GALR1L	
424556	PIGK	
768911	RSL24D1	
693256	BLB1	
420245	FBXO43	
396411	RPL10L	
772074	ATG4A	
374169	CACNA1B	
373991	CLOCK	
427667	SSTR5	
396508	CKMT2	
374223	LEPR	
416490	ARPC1B	
428534	SOX17	
395929	HADHA	
100996929	MYL6	
417600	PIGL	
421428	GLO1	
769783	EIF3B	
768337	TUBB2A	
424532	SSX2IP	
771795	PRPF38A	
769490	HS3ST3A1	
101752182	PMS2P11	
420668	DYNC1LI1	
395822	NEO1	
395259	TRPV1	
422738	TUSC3	
425428	ZMAT3	
420908	PIGN	
426612	SEPHS1	
395830	PON2	
395924	CSNK1A1	
421733	NUS1	
420070	TJP3	
374141	TLR2A	
100431102	APEX1	
424704	IL23R	
396134	MET	
373952	NBL1	
431509	GALT	
396493	EPB41	
373929	MAPKAPK5	
423854	BTRC	
421392	COX7A2L	
427406	CCL19	
420212	WWP1	
395543	SMAD9	
424302	KYNU	
423041	AMPD3	
423726	RPS24	
395887	AMH	
428778	LOC428778	
100857898	FLAD1	
428524	LAMA3	
418224	ARFGAP3	
395517	TBPL1	
428091	AMOTL1	
107054826	B4GALT5	
422931	RPIA	
421579	MAP3K4	
428485	MC4R	
428399	GUK1	
429075	ARPC5	
373965	CALD1	
770657	DTX1	
396252	CDK1	
374175	CAMK2A	
416943	GGT5	
419403	NADK	
396245	RAF1	
422529	SGMS2	
420606	XXbac-BPG246D15.9	
416782	TXNRD2	
423014	PLCB2	
421703	EPB41L2	
396409	PTPN2	
107055140	RPS27	
423738	RP11-574K11.31	
426812	ALDH7A1	
107050884	LOC107050884	
422933	ADRA1D	
768558	TAAR5	
419710	CDON	
404536	ADIPOQ	
396520	RCVRN	
419614	GNL2	
430764	DCLRE1C	
396420	ITGAV	
419089	GUCY2F	
420878	ECI2	
422248	RBMX	
415885	KARS	
424000	NCKAP1	
107050018	LOC107050018	
431666	AGXT2	
776639	SEC61G	
429096	PIK3R3	
424908	IL1RAP	
420210	ATP6V0D2	
421698	RPS12	
415487	PLIN1	
430741	VPS45	
416165	MAT2B	
421841	PGM3	
420427	WDR48	
416586	IL21R	
424735	STAG1	
424151	DYNC1I2	
417166	TSC1	
416023	SEC61A1	
396467	ATP1A3	
422636	SHROOM3	
422808	SEPSECS	
426146	NUP210L	
423011	IVD	
100857862	CSNK1G2	
776432	RDH16	
418406	CBLB	
426863	ARSA	
415611	MAN2A1	
374222	GLDC	
423232	GANC	
422703	EIF4E	
427517	GNRHR	
415905	PRKCD	
100858676	MAX	
395108	GZMA	
427752	PTGS1	
107049318	LOC107049318	
415651	CX3CL1	
395528	UBE2J1	
396378	PLN	
426918	STUB1	
100858296	RPL22L1	
424215	RQCD1	
417425	PSMD12	
415372	RPS27L	
