KEGG Gene ID	Gene Symbol
mcc:100315186	MIR30E
mcc:695835	PRPF38B
mcc:694742	CCKAR
mcc:708065	LOC708065
mcc:703880	LOC703880
mcc:705218	TRPV5
mcc:714762	SIL1
mcc:100425455	-
mcc:700504	OCLN
mcc:704530	UBE2E3
mcc:106992322	LOC106992322; LOC710848
mcc:705913	CDA
mcc:100533956	NME1
mcc:106992390	LOC106992390
mcc:718783	RPL10A
mcc:694965	TSC2
mcc:100430078	-
mcc:713486	SMC1B
mcc:701798	RILP
mcc:100424541	-
mcc:697078	TWIST2
mcc:718349	LOC718349
mcc:699875	F12
mcc:100429242	MGLL
mcc:2846630	ND4
mcc:711842	TACR2
mcc:714728	CARD11
mcc:714961	RNF7
mcc:714710	LMBRD1
mcc:696663	BCAP31
mcc:717355	NAPA
mcc:694070	AGK
mcc:706649	CDS1
mcc:698585	PAK1
mcc:704157	UPRT
mcc:694991	HTR1A
mcc:721754	ADRBK1
mcc:717153	CEBPA
mcc:703670	DNAH12
mcc:574315	ITGA5
mcc:696617	SLC6A1
mcc:712416	SETD1A
mcc:705011	DKK4
mcc:710121	INPP5E
mcc:712764	COX7A2L
mcc:709420	UGT2A3
mcc:710347	PTPRJ
mcc:100425248	GGPS1
mcc:722291	CEL
mcc:100424290	-
mcc:100427141	LOC100427141
mcc:698244	LOC698244
mcc:712026	IQGAP2
mcc:721888	SNX32
mcc:702623	KRIT1
mcc:716612	RPA2
mcc:702944	TNFSF8
mcc:711382	MAP3K5
mcc:693887	LOC693887
mcc:100270702	TBL1Y
mcc:714825	OR6M1
mcc:100426338	PNPLA6
mcc:701727	GALR3
mcc:713103	PC
mcc:701036	UBE2E1
mcc:698552	CALM1
mcc:714483	NDUFA4L2
mcc:710424	NODAL
mcc:106997853	-
mcc:707908	ADH1B
mcc:700511	PEX11A
mcc:697556	ABCD2
mcc:719523	PPP1R14A
mcc:700785	KCNQ3
mcc:697859	CGA
mcc:715437	UBE2N
mcc:701507	UBE2R2
mcc:694778	LOC694778
mcc:713591	CHST12
mcc:713442	CEBPE
mcc:719266	HMOX1
mcc:106996153	-
mcc:710077	MAP2K7
mcc:711329	IFNW1
mcc:696363	CLDN11
mcc:715459	NANS
mcc:695975	HADHA
mcc:693577	LOC693577
mcc:704750	LOC704750
mcc:705782	NCKAP1L
mcc:697354	QRSL1
mcc:698276	EPT1
mcc:698005	TSTA3
mcc:701659	GLYAT
mcc:100423692	AK6
mcc:696062	GBA2
mcc:100428138	LOC100428138
mcc:697712	RAB5A
mcc:709776	OGDHL
mcc:702041	GRB2
mcc:699545	CUL7
mcc:705035	PSMD2
mcc:705233	LTC4S
mcc:708130	GTF2A1
mcc:708116	CHST4
mcc:695662	LOC695662
mcc:714004	LOC714004
mcc:693834	GNPNAT1
mcc:712189	EXTL2
mcc:100315390	MIRLET7G
mcc:707368	EXOSC9
mcc:703727	LOC703727
mcc:707876	PLAA
mcc:703085	EDEM1
mcc:714818	LOC714818
mcc:698332	CWC15
mcc:100315220	MIR206
mcc:100430603	LAMA5
mcc:695218	LOC695218
mcc:706418	LOC706418
mcc:714904	PEX16
mcc:717946	LOC717946
mcc:106997888	-
mcc:705160	NEO1
mcc:718582	PTPRR
mcc:716877	WNT9B
mcc:107000900	LOC107000900; GEMIN7
mcc:717600	SULT2A1
mcc:695663	LOC695663
mcc:718744	B3GAT3
mcc:709587	PPP2R3B
mcc:703726	DOCK4
mcc:715173	PEX5
mcc:718739	SULT2B1
mcc:698093	ALAS1
mcc:714841	CSNK2A1
mcc:715454	TNFRSF1B
mcc:698344	LOC698344
mcc:697827	LOC697827
mcc:705445	GRM5
mcc:703426	SRR
mcc:710740	FAR2
mcc:718321	PLA2G3
mcc:694806	IL19
mcc:701246	LOC701246
mcc:699866	PTPN13
mcc:700733	AFF1
mcc:719560	MYH14
mcc:100424863	-
mcc:712193	PSMB2
mcc:697745	-
mcc:713521	MAPKAPK5
mcc:718280	LOC718280
mcc:697781	MED1
mcc:714540	HNF1B
mcc:722216	PWP2
mcc:718751	PTCH1
mcc:715244	OR51M1
mcc:701465	MRPS18A
mcc:709565	BIRC5
mcc:719428	TPM4
mcc:703122	GPT
mcc:708633	SEMA3C
mcc:703490	LOC703490
mcc:696926	C7
mcc:712580	PRPF40B
mcc:712880	CNOT1
mcc:718449	MEF2D
mcc:709510	PSAP
mcc:100425133	-
mcc:100428640	-
mcc:709052	LOC709052
mcc:704606	EIF1
mcc:707414	LOC707414
mcc:709540	CA6
mcc:719284	ACKR1
mcc:711966	POFUT1
mcc:701966	LOC701966
mcc:721508	PNPLA7
mcc:706239	BMF
mcc:697367	ACTC1
mcc:709857	P2RY14
mcc:711567	WWTR1
mcc:574358	SLC1A2
mcc:710820	CD74
mcc:698781	-
mcc:713966	SLC4A2
mcc:696584	CRKL
mcc:710872	ZFYVE16
mcc:695174	PECR
mcc:693644	ATF1
mcc:708741	VAC14
mcc:712136	SLC9A4
mcc:695571	HERC4
mcc:696963	POLR1A
mcc:693502	SLC25A5
mcc:718472	BCKDHB
mcc:698105	LOC698105
mcc:718844	RPS11
mcc:706781	PDIA6
mcc:694868	PPAT
mcc:699005	CA8
mcc:702700	CEPT1
mcc:712332	WARS2
mcc:698717	ACSBG2
mcc:712694	STAT2
mcc:100315197	MIR135A-1
mcc:696598	BUB1
mcc:719085	MAPK13
mcc:711638	IL1R2
mcc:699575	EIF2AK3
mcc:712588	TRIM25
mcc:700536	ARPC2
mcc:717061	SMAP1
mcc:706844	NKX6-1
mcc:715650	CDK4
mcc:705184	SNRNP200
mcc:702084	APEX2
mcc:714246	MPO
mcc:706889	PNLIPRP2
mcc:706816	UNG
mcc:717129	LOC717129
mcc:701219	PGF
mcc:721744	PIP5K1C
mcc:708685	PCLO
mcc:721151	LOC721151
mcc:693696	CERS3
mcc:716998	TNXB
mcc:721374	LOC721374
mcc:701424	NKX2-2
mcc:100429845	-
mcc:704135	EDNRA
mcc:703220	IGF2R
mcc:694661	LOC694661
mcc:699733	STX11
mcc:700464	ARNTL
mcc:693939	LOC693939
mcc:574394	GNAO1
mcc:695914	CYP11B2
mcc:713970	SLC24A1
mcc:698239	HIST1H2AA
mcc:720331	HGSNAT
mcc:574231	CCR7
mcc:698558	IDH3G
mcc:703703	CSGALNACT2
mcc:694049	DLGAP1
mcc:712053	G6PC
mcc:703491	AHCYL2
mcc:705325	LOC705325
mcc:705088	IFT57
mcc:713056	RPP21
mcc:715492	ATP6V0A4
mcc:106993265	-
mcc:100426423	UBE2QL1
mcc:710643	FGF23
mcc:702484	HYAL2
mcc:702243	ATP6V0B
mcc:697011	ACOT2
mcc:695561	THOC3
mcc:707052	PRL
mcc:713412	MRPS15
mcc:708931	REXO1
mcc:717820	COL12A1
mcc:693838	ATP6V0D2
mcc:695677	KLC1
mcc:719242	RPL18A
mcc:706753	SV2C
mcc:706373	DAO
mcc:700954	TEAD1
mcc:718191	SEMA4A
mcc:713326	LOC713326
mcc:694764	SH3KBP1
mcc:713864	WNT7B
mcc:100315122	MIR133A
mcc:700840	SI
mcc:719319	COL6A6
mcc:707331	OR5AP2
mcc:713768	ATP5C1
mcc:704626	ADIPOR1
mcc:716808	CLDN4
mcc:698317	TOP3B
mcc:713438	-
mcc:719101	AKT1S1
mcc:714774	OR6X1
mcc:697383	RAB7B
mcc:716422	TRIT1
mcc:711212	NDUFA7
mcc:713306	GATM
mcc:695473	LOC695473
mcc:703078	SAP18
mcc:693525	GNE
mcc:703300	DES
mcc:705179	KYNU
mcc:713498	-
mcc:100429212	ABCG4
mcc:720390	GABRG3
mcc:696709	RAC2
mcc:717813	ATG4B
mcc:693569	OSMR
mcc:708923	LOC708923
mcc:696865	MVD
mcc:711217	GABRB1
mcc:722120	FERMT3
mcc:702571	GORAB
mcc:712235	LOC712235
mcc:722033	TNFRSF1A
mcc:720360	EPB41
mcc:100424668	-
mcc:719037	FADS2
mcc:706880	LOC706880
mcc:100425803	LOC100425803
mcc:696875	TAB2
mcc:702412	VPS28
mcc:722773	TNFRSF8
mcc:694594	AASS
mcc:702384	ABHD6
mcc:106993167	-
mcc:694604	SRP72
mcc:705965	GPX8
mcc:705157	NAIP
mcc:721889	FXR2
mcc:710039	OR14J1
mcc:701367	MED30
mcc:710746	ALDH3B1
mcc:710692	FHL1
mcc:713322	LOC713322
mcc:tRNA-Lys	-
mcc:699535	OR5AN1
mcc:694310	NEU3
mcc:722610	SPTAN1
mcc:706004	KAT2A
mcc:706668	LOC706668
mcc:694090	ITGA11
mcc:709685	VSIG4
mcc:696144	LOC696144
mcc:711732	MLLT3
mcc:698965	SNRPD1
mcc:695877	GNL3
mcc:100429308	-
mcc:696525	OR4F3
mcc:705653	CAPZA1
mcc:693924	CACNA1D
mcc:695791	RDH10
mcc:715317	B4GALNT1
mcc:699337	DGKH
mcc:698328	KHK
mcc:711649	BECN1
mcc:709640	NDUFA6
mcc:707324	UBE3B
mcc:100315194	MIR129-1
mcc:698788	CASP6
mcc:702077	FOS
mcc:699516	RAD54B
mcc:719910	PPOX
mcc:704336	LOC704336
mcc:703398	PTGER3
mcc:574395	TLR9
mcc:713913	GNB3
mcc:713871	ARFGAP2
mcc:713713	SLC27A5
mcc:709132	LOC709132
mcc:715518	LTB
mcc:720191	ATP1A2
mcc:695636	TRPC4
mcc:714546	EPOR
mcc:708206	MASP1
mcc:100315579	MIR133C
mcc:717493	MTHFS
mcc:693507	HIST1H2BD
mcc:697559	POP5
mcc:709657	UTP14C
mcc:707865	ADORA2A
mcc:696275	NRG1
mcc:696329	LPIN3
mcc:100315127	MIR21
mcc:tRNA-Tyr	-
mcc:718403	LOC718403
mcc:701502	AOX4
mcc:697736	NDUFA2
mcc:100315173	MIRLET7F-1
mcc:709530	-
mcc:703936	LOC703936
mcc:100423350	MVB12B
mcc:100429419	BAAT
mcc:715687	LOC715687
mcc:704077	NFS1
mcc:574213	LAMP3
mcc:702269	SLC37A4
mcc:709650	LOC709650
mcc:697357	TBC1D1
mcc:694042	-
mcc:716085	TCN2
mcc:710993	FUCA1
mcc:100424648	PGM2
mcc:706324	UBA1
mcc:714290	DUSP4
mcc:613027	EGFR
mcc:711117	H2AFY2
mcc:699350	PKMYT1
mcc:701753	LOC701753
mcc:704196	PDE6B
mcc:694466	LOC694466
mcc:100428398	SULT1A3
mcc:715949	FGFR2
mcc:695183	CD6
mcc:699616	IL15
mcc:714799	KCNJ5
mcc:693601	POLD3
mcc:702936	DNAJB2
mcc:693631	LOC693631
mcc:2846626	ND2
mcc:706296	EXOC2
mcc:701741	THOC7
mcc:700320	CLK1
mcc:709349	ETV4
mcc:719935	NDUFS2
mcc:706539	PLPP1
mcc:713552	ST6GAL2
mcc:717109	EIF1B
mcc:699726	IFNAR2
mcc:696243	ECI1
mcc:698619	EGF
mcc:574233	GYS1
mcc:718616	SMURF1
mcc:698605	LPCAT2
mcc:700178	LOC700178
mcc:716688	NPFFR1
mcc:696728	LOC696728
mcc:718575	MAG
mcc:697725	FIP1L1
mcc:717169	SRGAP1
mcc:703115	CHST14
mcc:701955	PARP2
mcc:718930	DHDH
mcc:714698	AK8
mcc:706068	B4GALT6
mcc:722740	FBXO6
mcc:699774	ASAP2
mcc:100315519	MIR203
mcc:709378	ENO1
mcc:721222	INPP5K
mcc:695394	UBE2F
mcc:719330	RFNG
mcc:574267	ERCC1
mcc:694836	ALG5
mcc:717979	RAD23A
mcc:2846633	COX3
mcc:718018	SMPD4
mcc:712792	GDF9
mcc:703409	TAB1
mcc:696864	E2F4
mcc:697715	APRT
mcc:106992270	-
mcc:709256	LOC709256
mcc:712911	NF1
mcc:698482	HIST1H2BH
mcc:711924	POLL
mcc:574096	SOD1
mcc:709946	BTG4
mcc:704112	SUMF1
mcc:710012	ACTN2
mcc:716038	MAP3K11
mcc:718961	PPP4R3B
mcc:715120	PIP4K2C
mcc:703575	LMNB1
mcc:708368	FZD8
mcc:702396	AREG
mcc:713226	EI24
mcc:712941	GFAP
mcc:710050	CHMP7
mcc:700772	POLH
mcc:720040	JAK3
mcc:100315391	MIR9-2
mcc:574294	TICAM1
mcc:700798	UBE2J2
mcc:696870	C1GALT1
mcc:710238	DIS3L
mcc:704365	LOC704365
mcc:711889	MYL6
mcc:100423957	LOC100423957
mcc:694135	ULBP3
mcc:721617	ENTPD2
mcc:695696	DYNC1I2
mcc:697191	SRSF9
mcc:707644	LOC707644
mcc:716098	PIK3CB
mcc:717947	MAMU-DOA
mcc:718635	ARPC1A
mcc:709365	MSR1
mcc:696898	BMPR1A
mcc:709130	TAAR3
mcc:720192	LSM4
mcc:717914	NUDT16
mcc:708640	SPATA5
mcc:720490	LOC720490
mcc:703382	OXSM
mcc:705220	LOC705220
mcc:693785	LOC693785
mcc:709186	HPRT1
mcc:100424113	-
mcc:705721	L2HGDH
mcc:712243	ELOVL5
mcc:100423838	DVL3
mcc:711800	CDC45
mcc:706050	ACSL3
mcc:721442	LOC721442
mcc:704908	ACSL4
mcc:719246	LOC719246
mcc:100426025	KCNQ4
mcc:695390	SYT1
mcc:708858	RPL41
mcc:708510	PPP4C
mcc:710028	PSMB6
mcc:698509	PKIA
mcc:705894	ISL1
mcc:694376	PHKA2
mcc:711355	SMAD3
mcc:106995137	-
mcc:695018	LOC695018
mcc:700496	TJAP1
mcc:701205	HHIP
mcc:696068	LOC696068
mcc:100428484	ITGA10
mcc:712753	COL11A1
mcc:717723	OR52M1
mcc:707484	DIO2
mcc:106995148	NLGN4X
mcc:716313	PPP2R5A
mcc:722572	DOLPP1
mcc:711457	XRCC1
mcc:574302	GABRA1
mcc:700652	PRKACG
mcc:714251	STX1B
mcc:722482	EME2
mcc:708828	GNAT3
mcc:697668	THOC2
mcc:710241	PRF1
mcc:710901	RPS14
mcc:715824	EHMT2
mcc:711563	CLTC
mcc:701123	TUSC3
mcc:716082	WASF2
mcc:695682	SIRT1
mcc:699957	LATS2
mcc:704116	MLF1
mcc:706026	STAM
mcc:717500	GNS
mcc:703878	CD226
mcc:695734	ETV6
mcc:106993259	-
mcc:705712	GZMA
mcc:100141394	MAMU-B18
mcc:720097	SH2D1B
mcc:713174	GPR156
mcc:699841	GEMIN4
mcc:712935	COL5A2
mcc:706269	EIF3F
mcc:100301991	PDE9A
mcc:703817	GPR50
mcc:696542	CYBB
mcc:703186	AMPD3
mcc:100423477	ABCG1
mcc:696743	ACAA1
mcc:717171	ENDOG
mcc:106995151	TBL1X
mcc:705684	GALR2
mcc:699578	IRF7
mcc:695293	B3GAT1
mcc:718058	LOC718058
mcc:694375	LOC694375
mcc:574137	PPIF
mcc:708898	PRUNE
mcc:706528	LOC706528
mcc:701578	VTA1
mcc:tRNA-Gly	-
mcc:711417	LOC711417
mcc:699754	LSM1
mcc:704151	DNAJC1
mcc:714852	ALYREF
mcc:721566	CXCL16
mcc:697179	DLG3
mcc:703800	KAT6A
mcc:106992388	-
mcc:100423990	PDHA1
mcc:702754	GCNT3
mcc:710744	RPL31
mcc:708583	PPP2R5E
mcc:574177	CCL1
mcc:721873	SART1
mcc:697921	LOC697921
mcc:707040	LOC707040
mcc:694858	TAS2R5
mcc:704613	LOC704613
mcc:720288	UPF1
mcc:701480	IDH2
mcc:703913	ASAH2
mcc:698653	IZUMO1R
mcc:706720	FGD3
mcc:718570	EPHB2
mcc:574351	DYNC1I1
mcc:708857	LOC708857
mcc:716475	CDC14A
mcc:694204	DYNC1LI2
mcc:720243	UBA52
mcc:701781	DTYMK
mcc:719696	NCSTN
mcc:710591	NKX3-1
mcc:707997	-
mcc:100315402	MIR324
mcc:712886	LOC712886
mcc:713549	HSD17B6
mcc:707011	LOC707011
mcc:707598	PDSS1
mcc:708343	LOC708343
mcc:696128	LOC696128
mcc:707266	FRMD6
mcc:100315191	MIR122A
mcc:702929	PIK3C2G
mcc:704407	ARFGEF2
mcc:693548	RFC2
mcc:715006	PCYT2
mcc:697513	RPS13
mcc:719379	IFI30
mcc:694166	RFC5
mcc:714322	ATG13
mcc:702826	PTPRN
mcc:717697	DNM1
mcc:698755	ALDH6A1
mcc:703669	ITPR1
mcc:699378	-
mcc:721403	LOC721403
mcc:100125559	KIR3DL2
mcc:708950	UQCRQ
mcc:574105	DBH
mcc:701933	NRF1
mcc:718970	IRF3
mcc:703485	NUMBL
mcc:694097	SOX17
mcc:711584	TLX1
mcc:710175	GNPDA2
mcc:574236	CELA3B
mcc:706732	GPX1
mcc:100315190	MIR101-2
mcc:707968	UQCRH
mcc:706040	PROCR
mcc:693411	ABCA9
mcc:574218	CCL11
mcc:708316	HGF
mcc:706544	SNX1
mcc:703019	TUBB4A
mcc:704016	RPS29
mcc:714370	CD55
mcc:721732	TBXA2R
mcc:696934	RUNX1T1
mcc:699780	LOC699780
mcc:699821	ANAPC5
mcc:699904	CLNS1A
mcc:100427119	KDM6A
mcc:707259	CCNA2
mcc:100429378	PKP2
mcc:tRNA-Thr	-
mcc:695460	FGF13
mcc:717451	PYGM
mcc:709133	LAMTOR3
mcc:716352	MRAS
mcc:711353	PDGFRB
mcc:709491	-
mcc:719896	LOC719896
mcc:711023	PPP2R2C
mcc:721900	RPS7
mcc:712686	-
mcc:717212	PPT2
mcc:705432	GDF5
mcc:708910	AGFG1
mcc:700150	RPL36
mcc:699164	MRPL1
mcc:712408	BRIP1
mcc:710168	TAF4B
mcc:701109	SLC1A3
mcc:695113	PSMA6
mcc:707280	RAB7A
mcc:709464	SEMA6C
mcc:708215	CACNA2D1
mcc:703456	ITGA1
mcc:717751	ERN1
mcc:100428619	MARCKSL1
mcc:693937	PDE1C
mcc:698959	PHOSPHO1
mcc:713953	RAB11FIP5
mcc:721470	EHMT1
mcc:695127	P2RY4
mcc:694418	LOC694418
mcc:100315386	MIR96
mcc:696311	ONECUT1
mcc:694157	-
mcc:106996285	LOC106996285
mcc:106995371	-
mcc:700330	RNASEH2C
mcc:695172	CACNB4
mcc:719844	LPAR2
mcc:698919	LOC698919
mcc:100425540	LOC100425540
mcc:706383	GRIK4
mcc:704845	HIST2H3A
mcc:698283	KAT2B
mcc:707977	KRAS
mcc:704910	ACAP3
mcc:677721	CALB1
mcc:720759	PPIL1
mcc:712076	CXCL14
mcc:699163	PPP2R5D
mcc:705320	CTSC
mcc:693947	LOC693947
mcc:716157	STX6
mcc:574135	TGFB1
mcc:704729	SLC44A5
mcc:703591	ENTPD1
mcc:709667	STX7
mcc:709484	CSNK1G2
mcc:705178	LOC705178
mcc:698178	DUSP5
mcc:716580	PSME4
mcc:714964	LOC714964
mcc:699628	OR4N4
mcc:711553	DNMT3B
mcc:106994739	CD22
mcc:719673	SHANK1
mcc:696996	LOC696996
mcc:718143	RELT
mcc:697248	GABRG2
mcc:717237	FABP3
mcc:701427	DERA
mcc:677866	CLU
mcc:100533986	FPGT
mcc:721605	LRP5
mcc:711624	SLC30A1
mcc:719400	RAB3A
mcc:698481	EIF3B
mcc:574327	MAPT
mcc:709602	EIF6
mcc:721760	TJP3
mcc:715664	UMPS
mcc:696317	HTR7
mcc:703468	CSTF2T
mcc:700451	NFYB
mcc:574141	OPRM1
mcc:716123	FSHR
mcc:692343	EPHA2
mcc:703611	TRPC6
mcc:106997590	-
mcc:696491	EPHA6
mcc:100270704	UTY
mcc:720515	ATXN3
mcc:698024	HSPD1
mcc:703000	BTK
mcc:716720	PPA1
mcc:716347	EXOSC3
mcc:715265	LAMC1
mcc:712632	POLD4
mcc:716909	WNT3
mcc:701376	NOX1
mcc:654489	ABCC9
mcc:716899	RPS6KA2
mcc:698349	SHFM1
mcc:708607	OR2D3
mcc:574244	FMO3
mcc:701811	EPHB3
mcc:702984	GTF2A2
mcc:694392	WEE2
mcc:703538	DPAGT1
mcc:710541	ITPKA
mcc:701093	CALCR
mcc:694739	ME1
mcc:701482	MLH3
mcc:711345	STAG3
mcc:697010	GABRA6
mcc:699798	RPS6KA5
mcc:696249	SPAM1
mcc:697860	CD24
mcc:705878	OR5M9
mcc:693930	HBA2
mcc:714527	MAD2L2
mcc:696785	LOC696785
mcc:695208	ABCA13
mcc:703530	SPDYA
mcc:713287	NCK2
mcc:693537	HDAC11
mcc:106996913	-
mcc:710780	PIGH
mcc:677692	LOC677692
mcc:697933	NUP37
mcc:698437	MPZL1
mcc:720636	LOC720636
mcc:705628	NUP85
mcc:707605	GALNT3
mcc:712258	SRRM1
mcc:716176	POM121C
mcc:705489	SLC18A1
mcc:106993374	-
mcc:721584	GP1BA
mcc:713800	PLXNA2
mcc:712577	TNFRSF13C
mcc:710654	IFNA10
mcc:710505	RPP40
mcc:710022	TAF10
mcc:700282	NEDD4L
mcc:706325	PGK1
mcc:715138	TMPRSS2
mcc:705901	SLIT1
mcc:708660	LOC708660
mcc:100426602	LMNB2
mcc:693554	BRAF
mcc:698140	RENBP
mcc:613028	CXCL8
mcc:711681	NGF
mcc:697954	THOC1
mcc:717133	FLAD1
mcc:707965	MBP-A
mcc:695649	NME4
mcc:715998	GAL3ST1
mcc:693845	CHST15
mcc:701255	RPL15
mcc:704034	ABCB7
mcc:695328	ADCY2
mcc:706684	CPA2
mcc:714438	MRPL12
mcc:703889	LOC703889
mcc:706898	PRPF3
mcc:713711	MRPL30
mcc:710387	PPP2R1B
mcc:712280	ICAM1
mcc:709746	ULK1
mcc:718835	KMT2B
mcc:715212	LAMC2
mcc:695911	RBM25
mcc:721455	TRPV1
mcc:718872	P4HA3
mcc:710766	MCM7
mcc:705277	VPS4A
mcc:707819	LOC707819
mcc:715896	FOSB
mcc:704867	NDUFB6
mcc:716070	LOC716070
mcc:715128	GALNT12
mcc:714494	SLC25A10
mcc:693650	STAT1
mcc:719916	DTX2
mcc:698591	NT5M
mcc:714748	FLI1
mcc:699502	VEGFC
mcc:696779	TMEM55A
mcc:574113	TUBB
mcc:704891	CNGA1
mcc:698652	DBI
mcc:697687	IFITM1
mcc:699908	HSPBP1
mcc:574328	TLR5
mcc:711108	BDH2
mcc:703173	PDGFB
mcc:714922	PCK2
mcc:708429	GPX2
mcc:700256	LOC700256
mcc:712352	RPL27
mcc:714813	CNOT8
mcc:704244	NDST3
mcc:712959	NTPCR
mcc:708964	LOC708964
mcc:693418	HTR1F
mcc:710568	LOC710568
mcc:698704	GIF
mcc:703336	LOC703336
mcc:705483	RPS27L
mcc:574333	CNTN2
mcc:710487	LOC710487
mcc:714955	ITGA2B
mcc:703630	IPMK
mcc:695530	ARHGEF7
mcc:699242	CD164
mcc:695803	ATP2B3
mcc:699764	PHKA1
mcc:720263	PRKCG
mcc:693505	PKN2
mcc:700612	CHRNA9
mcc:699515	STAR
mcc:100425863	TUBB4B
mcc:708146	CACNA1I
mcc:100424767	RBMXL1
mcc:699919	IRAK1
mcc:711468	RAB11FIP2
mcc:707083	BHLHE40
mcc:710828	LPAR3
mcc:106997505	-
mcc:698806	PARP1
mcc:713525	UBQLN1
mcc:707442	LALBA
mcc:717992	MAMU-DPA
mcc:699524	FLNA
mcc:707132	DAZAP1
mcc:704639	GCNT1
mcc:717980	LOC717980
mcc:713386	BRAP
mcc:714224	LARS2
mcc:701519	LOC701519
mcc:695508	SLC17A8
mcc:694520	LOC694520
mcc:700303	GSTM3
mcc:709513	AGTR2
mcc:100315133	MIR99A
mcc:707535	PTGFR
mcc:720802	SHROOM2
mcc:714150	CPT2
mcc:718540	-
mcc:705590	-
mcc:715653	LOC715653
mcc:718727	ARHGEF11
mcc:703972	ASIC4
mcc:715698	HDAC10
mcc:706360	CA14
mcc:716156	RAB13
mcc:714984	CYFIP2
mcc:717319	PKN3
mcc:694324	ECH1
mcc:720111	VPS37D
mcc:696076	LOC696076
mcc:100315379	MIR15B
mcc:713361	UTP6
mcc:107000053	-
mcc:718606	RPS10
mcc:714506	HSPA9
mcc:702103	SPRY2
mcc:693541	NLGN1
mcc:698113	ADAM29
mcc:718594	LOC718594
mcc:708446	OR4S2
mcc:697468	GCNT2
mcc:700400	AGRN
mcc:707527	PLD4
mcc:719429	CPT1C
mcc:709308	RAB5C
mcc:100315502	MIRLET7E
mcc:722589	HMGN1
mcc:701185	CRK
mcc:719082	LOC719082
mcc:714640	INHBC
mcc:703673	EIF2B5
mcc:701636	PEX2
mcc:709784	MYL9
mcc:702830	MRVI1
mcc:100426645	RAD52
mcc:700467	C5
mcc:707637	CDC42
mcc:694368	NUDT5
mcc:698867	SEPT11
mcc:700557	ELOVL1
mcc:705599	MAN2C1
mcc:720399	HSD17B7
mcc:100315131	MIR32
mcc:719324	FCER1A
mcc:709173	DHX38
mcc:574372	CXCL11
mcc:704890	IL20RA
mcc:720406	P2RY8
mcc:714001	LOC714001
mcc:703252	SLC16A2
mcc:699129	ADRB3
mcc:707105	TARS2
mcc:574362	CHRM1
mcc:100533957	NME2
mcc:701677	NMD3
mcc:717291	APIP
mcc:704356	PRKCH
mcc:708613	IDNK
mcc:707944	LOC707944
mcc:708515	OR2W1
mcc:705285	-
mcc:719564	SYF2
mcc:709025	LOC709025
mcc:712251	BDKRB1
mcc:712851	PVR
mcc:703599	ST3GAL3
mcc:713451	ALDH2
mcc:715431	BECN2
mcc:100428949	-
mcc:716994	SH3GLB2
mcc:717815	SEC61B
mcc:703734	LGMN
mcc:710140	ENPP1
mcc:100315538	MIR494
mcc:717006	XRCC2
mcc:709398	FANCC
mcc:710830	CGN
mcc:719764	PRDX5
mcc:694887	LOC694887
mcc:704330	CLDN1
mcc:702954	CYP2A26
mcc:719038	AP2A1
mcc:709605	TRPV4
mcc:702987	PPM1A
mcc:710197	DNASE2B
mcc:702264	NEU4
mcc:722387	LOC722387
mcc:705715	CHSY3
mcc:721486	LSM7
mcc:718424	SLC27A3
mcc:677710	TAOK3
mcc:697481	SEMA6A
mcc:697597	PEX6
mcc:704341	LOC704341
mcc:693840	ATP6V1C1
mcc:705838	CA12
mcc:718694	BUD31
mcc:705676	SRD5A2
mcc:100315153	MIR106B
mcc:700180	EPHX1
mcc:705993	LOC705993
mcc:712096	ARHGEF12
mcc:718964	FTL
mcc:701447	MC5R
mcc:698148	RAPGEF4
mcc:574367	XCL1
mcc:698884	RAB11FIP1
mcc:574378	TLR3
mcc:707738	SFRP5
mcc:716892	GRIN3A
mcc:717041	AVPR1A
mcc:719351	PRPF6
mcc:719985	CADM3
mcc:712051	DERL2
mcc:693976	ARHGEF6
mcc:678691	CYP2D6
mcc:707059	MTHFD1
mcc:712092	GYPC
mcc:718686	SH2D2A
mcc:708526	GNB2L1
mcc:698020	PI4KA
mcc:613250	PPARA
mcc:694638	PIGR
mcc:708587	TNN
mcc:699615	ENPEP
mcc:100315508	MIR92A-2
mcc:709655	EPX
mcc:717401	SRSF4
mcc:699053	LOC699053
mcc:699369	PRLR
mcc:720142	SLC9A1
mcc:699096	ST3GAL6
mcc:707471	SERPINB1
mcc:703120	RPL30
mcc:698834	CYP2R1
mcc:694650	GAS1
mcc:705404	IL4R
mcc:106997899	C2
mcc:711195	RDH11
mcc:721469	-
mcc:706277	SETDB2
mcc:719444	KLK3
mcc:698660	GABRR3
mcc:703898	NUDT12
mcc:693427	KCNJ15
mcc:705308	SLCO1B1
mcc:700251	PSMA3
mcc:717346	CFH
mcc:709607	LTBP1
mcc:718452	LOC718452
mcc:702684	SGCB
mcc:695489	LOC695489
mcc:698538	PPP1R12C
mcc:716012	LTB4R2
mcc:708996	CD99L2
mcc:710242	WNT8B
mcc:717730	STK4
mcc:708327	PSTPIP1
mcc:699568	HSP90B1
mcc:704593	NXT2
mcc:713485	CSF3R
mcc:711898	SSH2
mcc:694969	INMT
mcc:713066	HNRNPU
mcc:718905	USE1
mcc:693892	LOC693892
mcc:694024	HIST3H3
mcc:694261	HACL1
mcc:703030	ELOVL2
mcc:695558	PRKAA1
mcc:719501	CD7
mcc:711926	GLRA2
mcc:tRNA-Trp	-
mcc:697131	ACOT4
mcc:705256	LOC705256
